action,choice1,choice2,firstPlayer,game,indexOf,judgements1,judgements2,leftLabel,outcome,phase,rangeProb1,rangeProb2,status,template,templates,time,uniqueid,viewTime
,A,A,_v,pd,,better option for the 2nd to choose for both parties. ,again in the situation equality equals friendship ,Definitely<br />Friends,0.0,TRIAL,0,0,,,,604671.0,76,
,,,,,,,,,,END,,,begin,,,,76,
,,,,,,,,,,END,,,submit,,,,76,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,77,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,77,44798.0
,A,B,_h,coordination,,he was even with the money,all or nothing for friends ,Definitely<br />Friends,1.0,TRIAL,0,0,,,,56447.0,77,
,A,A,_h,coordination,,all or nothing for friends ,all or nothing for friends ,Definitely<br />Friends,0.0,TRIAL,0,0,,,,130070.0,77,
,A,A,_h,disjunctive,,all or nothing for friends ,all or nothing for friends ,Definitely<br />Friends,0.0,TRIAL,0,0,,,,164422.0,77,
,B,B,_v,disjunctive,,sellfish,all or nothing for friends ,Definitely<br />Friends,3.0,TRIAL,98,0,,,,202934.0,77,
,A,A,_h,pd,,all or nothing for friends ,all or nothing for friends ,Definitely<br />Friends,0.0,TRIAL,1,0,,,,245878.0,77,
,B,B,_v,pd,,slelfish,all or nothing for friends ,Definitely<br />Friends,3.0,TRIAL,100,0,,,,285149.0,77,
,A,A,_v,singleControl,,all or nothing for friends ,all or nothing for friends ,Definitely<br />Friends,0.0,TRIAL,1,0,,,,307341.0,77,
,A,B,_h,singleControl,,all or nothing for friends ,not willing to share,Definitely<br />Friends,1.0,TRIAL,0,99,,,,331885.0,77,
,B,A,_v,threat,,not willing to share,they got something,Definitely<br />Friends,1.0,TRIAL,76,53,,,,396373.0,77,
,B,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,452349.0,77,
,A,A,_v,threat,,all or nothing for friends ,they got something,Definitely<br />Friends,0.0,TRIAL,0,16,,,,509613.0,77,
,B,B,_h,threat,,not willing to share,tit for tat,Definitely<br />Friends,3.0,TRIAL,99,94,,,,542725.0,77,
,,,,,,,,,,END,,,begin,,,,77,
,,,,,,,,,,END,,,submit,,,,77,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,78,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,78,66228.0
,B,B,_v,disjunctive,,"difficult to say. all options but 1, will give each of the $12. The last option, no one would choose because it would give both $0","Austin chose for both to get $0, so he can't be friends with her.",Definitely<br />Friends,3.0,TRIAL,51,100,,,,109002.0,78,
,A,A,_v,disjunctive,,"Either option that Maria would chose would give them both $12, so it's hard to say.",both options would give both players $12.  I would say they were probably most likely friends.,Definitely<br />Friends,0.0,TRIAL,46,23,,,,177601.0,78,
,B,B,_h,pd,,One option would give Gavin $0 or lower both of them a much lower option of $4,Gavin chose for them to both receive $4 rather than Hannah get the higher amount.,Definitely<br />Friends,3.0,TRIAL,69,57,,,,272638.0,78,
,A,A,_h,pd,,Most likely friends Jacob and Logan would either receive the same amount or Jacob himself would receive $0,"Rather than choosing the higher amount for himself, Logan chose the smaller amount that they would both receive $8",Definitely<br />Friends,0.0,TRIAL,29,0,,,,369671.0,78,
,B,A,_v,coordination,,"any of the options could result in him either getting $0 or $12, so it's hard to say","Rather than them both get $12, Rebecca chose for them both to get $0, definitely enemies.",Definitely<br />Friends,1.0,TRIAL,49,100,,,,455313.0,78,
,A,A,_v,coordination,,Hard to say since either option would result in him getting $12 or $0,Hard to say again. Richmond could have chose A just because he wanted to receive the $12.,Definitely<br />Friends,0.0,TRIAL,50,47,,,,531934.0,78,
,B,A,_v,threat,,Zoe chose options that would result in her receiving a higher amount no matter what.,"Robert could have chosen what he did just so he would  not have gotten $0, so it's hard to tell.",Definitely<br />Friends,1.0,TRIAL,65,51,,,,606504.0,78,
,A,A,_v,threat,,"No matter which Daniel chooses, Kate will get a smaller amount or nothing.","Hard to say, Daniel could have just wanted the higher amount.",Definitely<br />Friends,0.0,TRIAL,0,48,,,,662129.0,78,
,B,B,_v,threat,,"No matter which Sally chooses, Frank will get the larger amount.","Sally chose to receive $0, rather than getting $6 and Frank getting a higher amount.",Definitely<br />Friends,3.0,TRIAL,60,66,,,,732950.0,78,
,B,B,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,765305.0,78,
,B,A,_v,singleControl,,Sydney would receive $0 no matter which option she chooses.,She would have received $0 and David $6 no matter what option she chose.,Definitely<br />Friends,1.0,TRIAL,100,61,,,,820680.0,78,
,A,A,_v,singleControl,,either option would give them both $6,either option would give them both $6,Definitely<br />Friends,0.0,TRIAL,19,50,,,,853562.0,78,
,,,,,,,,,,END,,,begin,,,,78,
,,,,,,,,,,END,,,submit,,,,78,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,79,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,79,156409.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,79,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,79,38471.0
,B,A,_v,singleControl,,"He chose to leave 0 to the other person, even though he could have given him some without losing any himself.",i am not sure what is happening here but i don't understand why he would choose to receive nothing.,Definitely<br />Friends,1.0,TRIAL,87,58,,,,429859.0,79,
,A,A,_h,singleControl,,"he could choose either, they are the same so i am not sure what their relation is","he chose to have the same outcome, to maximize both",Definitely<br />Friends,0.0,TRIAL,48,30,,,,612367.0,79,
,B,B,_v,pd,,chose the option to maximize both people winning more,tried to avoid coming out with nothing,Definitely<br />Friends,3.0,TRIAL,23,47,,,,685380.0,79,
,A,A,_v,pd,,tried to choose the most amount for both,"avoided giving the other zero, even though he could have made more",Definitely<br />Friends,0.0,TRIAL,39,0,,,,766610.0,79,
,B,B,_h,disjunctive,,"risked giving herself zero, just to give the other person 0 also",chose to give the other 0 even thought it meant giving herself 0 as well,Definitely<br />Friends,3.0,TRIAL,90,100,,,,830012.0,79,
,A,A,_h,disjunctive,,tried to maximize both,both choices were the same,Definitely<br />Friends,0.0,TRIAL,24,50,,,,868177.0,79,
,A,A,_h,coordination,,both choices are basically the same,"avoided giving herself 0, so i'm not sure the relationship",Definitely<br />Friends,0.0,TRIAL,50,44,,,,916202.0,79,
,A,B,_h,coordination,,choices are basically the same,preferred getting nothing rather than give the other person anything,Definitely<br />Friends,1.0,TRIAL,50,92,,,,975975.0,79,
,B,A,_v,threat,,gave himself an advantage,just wanted to avoid giving himself 0,Definitely<br />Friends,1.0,TRIAL,54,50,,,,1062876.0,79,
,B,A,_v,attentionGame,,was being nice to the other and maximize their win,"was nice back, and gave each equal win even though she could have made more",Definitely<br />Friends,,TRIAL,11,0,,,,1140485.0,79,
,B,B,_v,threat,,gave himself an advantage to win more,gave herself 0 rather than let the other win more,Definitely<br />Friends,3.0,TRIAL,51,90,,,,1191451.0,79,
,A,A,_v,threat,,was nice and gave advantage to the other,"gave something to the other, and a nice win for herself",Definitely<br />Friends,0.0,TRIAL,20,39,,,,1262660.0,79,
,,,,,,,,,,END,,,begin,,,,79,
,,,,,,,,,,END,,,submit,,,,79,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,80,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,80,37078.0
,A,A,_h,disjunctive,,Gerald wants both players to definitely get a payout.,Both choices are the same so it's impossible to know what the relationship is.,Definitely<br />Friends,0.0,TRIAL,0,50,,,,80844.0,80,
,B,B,_v,disjunctive,,"She might want Daniel to get 0. Frankly I don't see why anyone would pick that choice though,",Daniel doesn't want Olivia to get any money and is willing to hurt himself in the process.,Definitely<br />Friends,3.0,TRIAL,99,100,,,,165568.0,80,
,B,A,_v,coordination,,Both choices are the same so it's impossible to make a distinction.,Gavin would prefer Kate getting nothing even if it means he gets nothing too.,Definitely<br />Friends,1.0,TRIAL,50,100,,,,218897.0,80,
,A,A,_h,coordination,,Both choices are the same so I can't make a distinction,"Luke could want Emily to get money, or he could just want to get paid himself. ",Definitely<br />Friends,0.0,TRIAL,51,53,,,,312833.0,80,
,A,B,_h,singleControl,,He trusts that Matt will pick 6/6.,It doesn't hurt Matt to give Frank the 6 dollars.,Definitely<br />Friends,1.0,TRIAL,1,100,,,,364725.0,80,
,A,A,_v,singleControl,,Zoe wants the money.,Both choices are the same so who knows?,Definitely<br />Friends,0.0,TRIAL,50,50,,,,396442.0,80,
,A,B,_h,threat,,Austin doesn't want to give Ryan nothing or get nothing himself.,Ryan took the bigger portion. A good friend might have given his friend the larger share.,Definitely<br />Friends,1.0,TRIAL,42,66,,,,465670.0,80,
,A,A,_v,threat,,Geoff wants to give his friend the largest amount,Kaylee takes the larger amount and makes sure Geoff gets something,Definitely<br />Friends,0.0,TRIAL,0,0,,,,518717.0,80,
,B,B,_h,threat,,The other choices were more money,Sally is mad Jacob didn't take the larger amounts,Definitely<br />Friends,3.0,TRIAL,100,100,,,,554799.0,80,
,B,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,568477.0,80,
,A,A,_h,pd,,Rebecca wants to give William a large amount of money and hopes he'll pick 8/8 so she gets money too,They both get a large payout and neither is hurt,Definitely<br />Friends,0.0,TRIAL,0,0,,,,615048.0,80,
,B,B,_h,pd,,Megan wants to make sure she gets a payout and will hurt Matthew for the sure money,Matthew wants the money for himself,Definitely<br />Friends,3.0,TRIAL,77,89,,,,686827.0,80,
,,,,,,,,,,END,,,begin,,,,80,
,,,,,,,,,,END,,,submit,,,,80,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,81,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,81,167961.0
,A,A,_h,disjunctive,,I believe i'm reading this as frank gets 12 and zoe gets 12. ,"I mean they can be friends or not.  three out of the four choices require them to both get 12 dollars.  and the last choice they would both get none. So strangers, best friends, or enemies, they both picked 12 dollars for themselves. ",Definitely<br />Enemies,0.0,TRIAL,100,53,,,,204422.0,81,
,B,B,_v,disjunctive,,He chose option b and that doesn't really tell me if they are firends or not so I am keeping it in the center but I did move it slightly to the left towards enemies.  I'm not sure why she wouldn't choose option a where they both get 12 dollars with either player matthew choosing a or b.,"Ok, i think they are enemies.  Matthew seemed sour and didn't want rebecca to get any money.",Definitely<br />Enemies,3.0,TRIAL,46,13,,,,437833.0,81,
,A,A,_h,threat,,"I think sydney picked the best option for herself.  She can eitehr get 12 dollars or 6 dollars now.  if she chose option b, she could only get 6 or zero.  It seems that she is looking out for herself but she also is giving Jack the chance to get the most money too.   I kept it in the middle but put it towards friends in hopes that she has a good relationship with jack and would want him to get a better pay or that he would give it to her.",Jacks being a man and giving sydney the better outcome. that is very nice of him and that is what a friend does.,Definitely<br />Enemies,0.0,TRIAL,67,100,,,,640792.0,81,
,B,A,_v,threat,,I think hannah chose whats best for her and is gambling that gavin will be a friend and give her the money. ,"They are friends, gavin is giving hannah the chance to take more money home. he was not being greedy and taking money away from her.",Definitely<br />Enemies,1.0,TRIAL,75,100,,,,773258.0,81,
,B,B,_v,threat,,"I kept it in the middle becuse I feel if Logan were a man and they are friends, he would have chosen a so maria can get more money. ",I don't think they are anything.  she gave him the 6 dollars and took nothing but she probably felt bad taking money and giving him nothing. where he didn't care. ,Definitely<br />Enemies,3.0,TRIAL,43,53,,,,899847.0,81,
,B,A,_v,singleControl,,"Wow, she has something against emily to make sure she got no money. enemies for sure.",Obviously enemies.  The first person didn't give the second person any chance to earn money.,Definitely<br />Enemies,1.0,TRIAL,3,2,,,,979174.0,81,
,A,A,_h,singleControl,,I left this one in the middle. I feel player one did what is best for both of them. ,"I still left it in the middle. I cannot tell by their pick how they feel about eachother. both want the money, and option a or  b for person a would leave person b with the same choices. ",Definitely<br />Enemies,0.0,TRIAL,49,54,,,,1062770.0,81,
,A,A,_h,attentionGame,,i left it in the middle but towards freidns. giving them the benefit of the doubt. ,"Ok, they are probably friends or don't know eachother. they definetly arenot enemies.  ",Definitely<br />Enemies,,TRIAL,71,61,,,,1123156.0,81,
,B,A,_v,coordination,,keeping it in the middle. impossible to tell. each pick has the same option for a and b in the end.. ,you must really hate the person if you don't want 12 dollars out of it and rather see you both get zero,Definitely<br />Enemies,1.0,TRIAL,50,1,,,,1187812.0,81,
,A,A,_v,coordination,,"ok, i can't tell. either pick, they will both get 12 or 0. I guess more towards friends hoping person b will give each 12.",they are probably both friends or on good terms. both get 12 dollars.,Definitely<br />Enemies,0.0,TRIAL,53,72,,,,1249639.0,81,
,A,A,_h,pd,,"I think they are friends as person a could have chosen to get more, but didn't.",they are friends for sure. they split the pot equally when both had the chance to earn more.,Definitely<br />Enemies,0.0,TRIAL,68,98,,,,1300536.0,81,
,B,B,_v,pd,,my guess is more towards enemies as ryan chose more for himself. ,I still think more enemies because if megan liked ryan she may have given him 12 dollars. instead she split it so each got 4. ,Definitely<br />Enemies,3.0,TRIAL,44,43,,,,1373647.0,81,
,,,,,,,,,,END,,,begin,,,,81,
,,,,,,,,,,END,,,submit,,,,81,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,82,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,82,78412.0
,B,B,_h,threat,,They both get equal amounts so likely not hostile to each other.,David chose selfishly,Definitely<br />Friends,3.0,TRIAL,22,55,,,,84839.0,82,
,A,A,_h,threat,,Chose the higher amounts with no one totally losing,Robert was generous,Definitely<br />Friends,0.0,TRIAL,13,12,,,,119814.0,82,
,A,B,_h,threat,,Chose higher amount with no one getting 0,Olivia chose selfishly but Matt still profited,Definitely<br />Friends,1.0,TRIAL,19,47,,,,159197.0,82,
,A,B,_h,singleControl,,Both options were the same,Jack chose selfishly,Definitely<br />Friends,1.0,TRIAL,50,61,,,,191446.0,82,
,A,A,_v,singleControl,,Everybody wins,Everybody wins,Definitely<br />Friends,0.0,TRIAL,1,0,,,,216182.0,82,
,A,A,_v,pd,,Higher payouts but 50/50 someone will get 0,Everyone wins the same amount when one person could have taken it all,Definitely<br />Friends,0.0,TRIAL,39,4,,,,259495.0,82,
,B,B,_h,pd,,Higher payout but chance someone will get 0,Everyone won same amount but lower than other split option,Definitely<br />Friends,3.0,TRIAL,50,45,,,,294086.0,82,
,A,A,_v,coordination,,Both options the same,both win same amount but the other option was no one gets paid,Definitely<br />Friends,0.0,TRIAL,50,51,,,,327854.0,82,
,A,B,_h,coordination,,Both options the same,Mutual hatred?,Definitely<br />Friends,1.0,TRIAL,50,85,,,,361735.0,82,
,A,B,_h,attentionGame,,Chose with higher even split,Chose high even split with friend,Definitely<br />Friends,,TRIAL,42,10,,,,383669.0,82,
,A,A,_v,disjunctive,,Chose the sure thing where both get paid,Chose the sure thing,Definitely<br />Friends,0.0,TRIAL,0,0,,,,408175.0,82,
,B,B,_v,disjunctive,,Chose an option where both totally lose,Wanted to keep the other player from winning so badly that they both lose,Definitely<br />Friends,3.0,TRIAL,58,100,,,,455656.0,82,
,,,,,,,,,,END,,,begin,,,,82,
,,,,,,,,,,END,,,submit,,,,82,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,83,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,83,12101.0
,A,A,_v,threat,,I think they have some issues against each other and it's something that I am confident about,I'm sure they are friends and they have some love towards each other,Definitely<br />Friends,0.0,TRIAL,58,23,,,,48551.0,83,
,A,B,_h,threat,,They are rivaling each other ,They are trying to one up each other with their choices,Definitely<br />Friends,1.0,TRIAL,63,89,,,,66030.0,83,
,B,B,_v,threat,,both trying to help each other out and their choices seem friendly,I think they are more than likely friends with the choices made,Definitely<br />Friends,3.0,TRIAL,7,25,,,,96017.0,83,
,B,B,_v,disjunctive,,I feel they have some connection towards each other but it's kinda hostile. ,They probably have some issues but more friends,Definitely<br />Friends,3.0,TRIAL,89,30,,,,125557.0,83,
,A,A,_h,disjunctive,,they seem to have a connection with each other,I think the choices line up with my decision,Definitely<br />Friends,0.0,TRIAL,9,14,,,,148237.0,83,
,B,B,_v,pd,,more-so a educated guess on what I believe,They wanted to out do one another and make a difference ,Definitely<br />Friends,3.0,TRIAL,71,85,,,,167258.0,83,
,A,A,_v,pd,,It was to be fair to the others,They wanted to get the best for themselves,Definitely<br />Friends,0.0,TRIAL,17,71,,,,184299.0,83,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,84,60,,,,203595.0,83,
,A,A,_v,singleControl,,I think this is a good choice and they seem to be wanting to help each other out.,it seems they want to help one another out,Definitely<br />Friends,0.0,TRIAL,4,16,,,,229316.0,83,
,A,B,_h,singleControl,,they tried to make it better for themselves,they seem to have some love towards each other,Definitely<br />Friends,1.0,TRIAL,68,16,,,,269453.0,83,
,A,A,_h,coordination,,I think they wanted to change up how they did their business,it appears they wanted to make a difference in things,Definitely<br />Friends,0.0,TRIAL,69,29,,,,298919.0,83,
,B,A,_v,coordination,,they appear to be competing against each other,they both tried to cancel each other out,Definitely<br />Friends,1.0,TRIAL,90,79,,,,319842.0,83,
,,,,,,,,,,END,,,begin,,,,83,
,,,,,,,,,,END,,,submit,,,,83,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,84,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,84,4340.0
,B,A,_v,threat,,yes good,rgr,Definitely<br />Enemies,1.0,TRIAL,88,83,,,,13927.0,84,
,B,B,_h,threat,,fewx,cxfre,Definitely<br />Enemies,3.0,TRIAL,86,82,,,,23349.0,84,
,A,A,_v,threat,,fr3s,jjj,Definitely<br />Enemies,0.0,TRIAL,89,77,,,,51682.0,84,
,B,B,_v,disjunctive,,ll,"ll,",Definitely<br />Enemies,3.0,TRIAL,84,88,,,,60093.0,84,
,A,A,_v,disjunctive,,",ll",pppp,Definitely<br />Enemies,0.0,TRIAL,88,90,,,,68566.0,84,
,A,B,_h,singleControl,,;;;,kkkkk,Definitely<br />Enemies,1.0,TRIAL,89,88,,,,77990.0,84,
,A,A,_h,singleControl,,kkk,oll,Definitely<br />Enemies,0.0,TRIAL,84,86,,,,84972.0,84,
,A,A,_h,pd,,oo,ooo,Definitely<br />Enemies,0.0,TRIAL,87,91,,,,92098.0,84,
,B,B,_v,pd,,ppp,p;p,Definitely<br />Enemies,3.0,TRIAL,90,92,,,,98848.0,84,
,B,B,_v,attentionGame,,ll,ll,Definitely<br />Enemies,,TRIAL,88,91,,,,105548.0,84,
,B,A,_v,coordination,,pp,ppp,Definitely<br />Enemies,1.0,TRIAL,90,91,,,,112767.0,84,
,A,A,_v,coordination,,ppp,pp,Definitely<br />Enemies,0.0,TRIAL,91,90,,,,120096.0,84,
,,,,,,,,,,END,,,begin,,,,84,
,,,,,,,,,,END,,,submit,,,,84,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,85,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,85,144496.0
,A,A,_v,pd,,Megan could've chosen 12 bucks for herself but chose to split evenly.,Maria could've chosen 12 bucks for herself but chose to split evenly.,Definitely<br />Friends,0.0,TRIAL,7,3,,,,107414.0,85,
,B,B,_v,pd,,Frank selected all the money for himself.  He didn't care about Zoe at all.,Zoe chose to split evenly.  She could be friends but might just want some money.,Definitely<br />Friends,3.0,TRIAL,86,46,,,,203734.0,85,
,A,B,_h,coordination,,Robert chose to split evenly.  Likely friends.,William chose for all to get nothing.  He likely hates Robert and himself too.,Definitely<br />Friends,1.0,TRIAL,13,94,,,,271141.0,85,
,A,A,_h,coordination,,He chose to split evenly.  Maybe friends.,Probably friends as they split evenly and did the same thing.,Definitely<br />Friends,0.0,TRIAL,28,8,,,,341405.0,85,
,A,A,_h,disjunctive,,Hard to say as all choices except one are the same.,Perhaps friends but no proof.  They chose the only good one.,Definitely<br />Friends,0.0,TRIAL,47,43,,,,386797.0,85,
,B,B,_h,disjunctive,,Kate likely does not like him OR herself.,Most likely hate each other and don't want anyone to get anything.,Definitely<br />Friends,3.0,TRIAL,90,97,,,,439213.0,85,
,A,A,_v,singleControl,,Probably friends as he split rather than taking all.,Hard to say as Hannah didn't have many options.  Maybe.,Definitely<br />Friends,0.0,TRIAL,18,42,,,,483868.0,85,
,B,A,_v,singleControl,,She probably doesn't like David as she took it all for herself.,Hard to say.  No good options for him.,Definitely<br />Friends,1.0,TRIAL,75,57,,,,578333.0,85,
,A,A,_v,threat,,Must be good friends as he chose something really good for him.,"I don't know.  He may have just wanted more money, or could be friends too.",Definitely<br />Friends,0.0,TRIAL,11,45,,,,633197.0,85,
,A,A,_v,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,50,50,,,,685636.0,85,
,B,A,_v,threat,,Possibly friends.  Or she wants the high amount for herself.,Could be friends or maybe he just wanted more money.,Definitely<br />Friends,1.0,TRIAL,39,37,,,,761947.0,85,
,B,B,_v,threat,,Could be friends or maybe just wanted the most money.,"Probably not friends as she wanted to reduce her earnings, even if nothing for herself.  Spiteful.",Definitely<br />Friends,3.0,TRIAL,36,87,,,,822404.0,85,
,,,,,,,,,,END,,,begin,,,,85,
,,,,,,,,,,END,,,submit,,,,85,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,86,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,86,77739.0
,B,A,_v,threat,,Richmond chose the best payout for himself. It really did not matter that Megan got less than him. He was only looking out for his best interest,She too is only looking out for her own benefit. ,Definitely<br />Enemies,1.0,TRIAL,51,49,,,,264657.0,86,
,B,B,_h,threat,,William could have chosen a higher amount but instead made the choice to deny Zoe any money.,Zoe wanted to deny William any money while choosing to only get half of what she could have.,Definitely<br />Enemies,3.0,TRIAL,7,6,,,,459892.0,86,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,86,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,86,42901.0
,A,A,_h,threat,,Geoff was looking for the most money for himself while letting Luke get whatever.,Luke preferred Geoff over himself by letting him have the larger amount,Definitely<br />Enemies,0.0,TRIAL,50,85,,,,633210.0,86,
,B,A,_v,singleControl,,Austin wanted to deprive Gerald any of the money,Gerald let Austin have the money while he took none.,Definitely<br />Enemies,1.0,TRIAL,11,85,,,,754356.0,86,
,A,A,_h,singleControl,,Both options are basically the same for Emily,Kaylee followed up with a choice that benefited both of them the same.,Definitely<br />Enemies,0.0,TRIAL,50,95,,,,916437.0,86,
,A,A,_h,coordination,,Jacob chose the one that gave both of them the most,They looked out for each others best interest,Definitely<br />Enemies,0.0,TRIAL,81,98,,,,986801.0,86,
,B,A,_v,coordination,,Sydney put forth the best opportunity for the two of them.,It is hard to tell. Maybe Gavin doesn't understand or he could dislike Sydney so much he is willing to lose money.,Definitely<br />Enemies,1.0,TRIAL,51,50,,,,1164161.0,86,
,A,A,_h,disjunctive,,Maria chose for both of them to get the most,They both looked out for each other,Definitely<br />Enemies,0.0,TRIAL,88,97,,,,1301032.0,86,
,B,B,_v,disjunctive,,Jack is given the final say to Robert who could choose to give both of them nothing so I am not sure.,Robert must dislike Jack in order to deprive himself of the $12,Definitely<br />Enemies,3.0,TRIAL,51,3,,,,1436522.0,86,
,B,B,_v,attentionGame,,0,0,Definitely<br />Enemies,,TRIAL,50,50,,,,1460437.0,86,
,B,B,_v,pd,,Lauren doesn't care about whether Logan gets money she just wants the most,Logan stopped Lauren from shutting him out and made her get what he got,Definitely<br />Enemies,3.0,TRIAL,28,27,,,,1587808.0,86,
,A,A,_v,pd,,Olivia is hoping Matthew will choose A as well so they both have the same,Matthew chose to not let Olivia only have $0 but to share the same amount,Definitely<br />Enemies,0.0,TRIAL,75,97,,,,1693687.0,86,
,,,,,,,,,,END,,,begin,,,,86,
,,,,,,,,,,END,,,submit,,,,86,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,87,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,87,69383.0
,B,B,_h,pd,,i dont think they are friends because he is playing it safe,the might be friends but it would have been smarter for both of them to choose A if they really were,Definitely<br />Friends,3.0,TRIAL,89,31,,,,117050.0,87,
,A,A,_h,pd,,looks like they might be free looking to make the most money equally,they both looked out for each other to maximize their earning potential,Definitely<br />Friends,0.0,TRIAL,28,0,,,,168088.0,87,
,B,B,_h,disjunctive,,there is no clear way to tell from their decision,the rather end up with nothing then to maximize each others earning potential,Definitely<br />Friends,3.0,TRIAL,50,100,,,,241958.0,87,
,A,A,_h,disjunctive,,look like the want to make the most money no matter what,they wanted to make sure the both got the most money they could,Definitely<br />Friends,0.0,TRIAL,18,6,,,,287381.0,87,
,B,A,_v,threat,,"wants to make sure they get the most, seems selfish",the other player would rather get $6 gthen nothing doesnt prove they are friends though,Definitely<br />Friends,1.0,TRIAL,80,51,,,,370173.0,87,
,B,B,_h,threat,,friends would have went with the safer beneficial option which is A,looked out for themselves,Definitely<br />Friends,3.0,TRIAL,100,100,,,,434760.0,87,
,A,A,_h,threat,,wanted to maximize earning potential for partner,he made sure his friend walked away with more money for being unselfish in the first part,Definitely<br />Friends,0.0,TRIAL,0,0,,,,498152.0,87,
,A,A,_v,singleControl,,the other choice would have left the other player with no gains,they made sure they both walked away with equal money,Definitely<br />Friends,0.0,TRIAL,0,0,,,,557380.0,87,
,A,B,_h,singleControl,,no way to really tell from the stand point,his other choice would have led to an equal earning for both,Definitely<br />Friends,1.0,TRIAL,50,100,,,,615069.0,87,
,A,B,_h,attentionGame,,0,0,Definitely<br />Friends,,TRIAL,52,50,,,,673822.0,87,
,A,B,_h,coordination,,no way to tell both options look the same from the stand point,rather have them both walk away with nothing then with equal money,Definitely<br />Friends,1.0,TRIAL,50,100,,,,722972.0,87,
,A,A,_h,coordination,,no way to tell from this stand point,went with the option that earned them both the most money,Definitely<br />Friends,0.0,TRIAL,50,0,,,,754374.0,87,
,,,,,,,,,,END,,,begin,,,,87,
,,,,,,,,,,END,,,submit,,,,87,
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-1.html'],,88,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,88,28518.0
Begin,,,,,,,,,,INSTRUCTIONS,,,,,[u'instructions/instruct-review.html'],,88,
FinishInstructions,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-review.html,,,88,8859.0
,A,A,_v,threat,,"If Gavin chose B, he has a higher payout. But, he chose A in which rebecca has a higher payout","Rebecca chose the higher payout; however, this gave gavin 6 $",Definitely<br />Friends,0.0,TRIAL,100,49,,,,94431.0,88,
,B,B,_v,threat,,Maria chose her higher payout probability. ,"Maria could have chosen 12$ payout, but she purposely gave hannah $0",Definitely<br />Friends,3.0,TRIAL,80,100,,,,132817.0,88,
,A,B,_h,threat,,"I am not sure yet, but b was not a good option for both. A has a higher payout for daniel, but it is the best option","Matt chose based on his higher payout. They could be friends, but matt based on his preference.",Definitely<br />Friends,1.0,TRIAL,50,50,,,,205234.0,88,
,B,A,_v,singleControl,,Ryan chose to not give logan any money,Logan would have had the same result either way,Definitely<br />Friends,1.0,TRIAL,100,50,,,,253526.0,88,
